source_index,target_index,source_entity,target_entity,type,count
C0020303,C0934569,hydropneumothorax,hemithorax,located_at,9
prominent,C0015302,prominent,osteophytosis,modify,9
C1522010,C0032285,lobar,pneumonia,modify,9
C1547307,C0085590,satisfactory,catheter,modify,9
redemonstration,C0333076,redemonstration,tortuosity,modify,9
C0021102,C0520453,placement,cannula,located_at,9
C0008114,apices,chin,apices,located_at,9
C0006141,C0006826,breast,cancer,located_at,9
redemonstration,C0524724,redemonstration,staples,modify,9
C0205265,C0817096,initial,chest,modify,9
C0205360,C0333076,stable,tortuosity,modify,9
prominent,stripe,prominent,stripe,modify,9
C0006660,C1184146,calcifications,basilar,located_at,9
C0543467,C1457869,surgical,defect,modify,9
C0205307,C0003483,normal,aorta,modify,9
C0006660,C0037004,calcification,shoulder,located_at,9
C0205322,C0012359,persistent,distention,modify,9
C0205322,C0032320,persistent,pneumoperitoneum,modify,9
C0020564,C0025066,enlargement,mediastinum,located_at,9
C1547225,C0439739,mild,reticular,modify,9
C0020725,C0817096,icd,chest,located_at,9
C0006660,C0221198,calcific,lesion,modify,9
C0542339,C0005978,inferior,wire,modify,9
C0524724,flank,staples,flank,located_at,9
C0205322,C0700148,persistent,congestion,modify,9
C1547225,C0006267,mild,bronchiectasis,modify,9
C0006660,C0017446,calcifications,region,located_at,9
C0184511,C1550452,improved,definition,modify,9
C0205322,consolidations,persistent,consolidations,modify,9
C0184252,pulmonic,valve,pulmonic,located_at,10
C0205329,C0013604,progressed,edema,modify,9
C0205330,C0178587,punctate,densities,modify,9
C0006660,C0003850,calcified,atherosclerosis,modify,9
C0006660,C0003842,calcification,artery,located_at,9
C0205341,C0582103,repeat,examination,modify,9
radiopaque,C0025080,radiopaque,device,modify,9
C0021102,C0025066,placement,mediastinal,located_at,9
C0205358,C0678594,soft,structures,located_at,9
C0205251,C1705504,low,tip,modify,11
C0006660,C0040578,calcification,trachea,located_at,9
previously,C0029053,previous,opacities,modify,9
redemonstration,lucency,redemonstration,lucency,modify,9
C0180499,C0037949,drain,spine,located_at,9
C0032326,C0205112,pneumothorax,basal,located_at,9
remaining,C2607943,remaining,findings,modify,9
C0549177,C0028259,large,nodules,modify,9
previously,C0947630,previous,studies,modify,9
C0205234,lucency,focal,lucency,modify,9
prominence,C0004144,prominence,atelectasis,suggestive_of,9
C0549177,C0017446,large,area,modify,9
C1704258,C0553534,abnormality,cardiopulmonary,located_at,15
redemonstration,clamshell,redemonstration,clamshell,modify,9
C0205251,C0175730,low,tube,modify,9
C0180499,C0178499,drain,base,located_at,10
lucency,C0019270,lucency,hernia,suggestive_of,8
C0443246,C0205039,left,bronchial,modify,8
C0344315,C1184482,depression,sulcus,located_at,8
C0810633,C0237638,pacemaker,generator,located_at,9
C0205095,C0037949,dorsal,spine,modify,8
C0337088,pack,battery,pack,located_at,8
C0205112,C0441635,basal,segment,located_at,8
lucency,C0016658,lucency,fracture,suggestive_of,8
C0205307,C0582103,unremarkable,examination,modify,8
C0392747,C0016059,changes,fibrosis,suggestive_of,8
definite,C0302908,definite,fluid,modify,8
lucency,C0005758,lucency,bulla,suggestive_of,8
redemonstration,C3494893,redemonstration,dextroscoliosis,modify,8
redemonstration,C0020564,redemonstration,enlargement,modify,8
C0205095,C0796494,posterior,lobe,modify,8
biapical,pleuroparenchymal,biapical,pleuroparenchymal,modify,8
C0442739,C0035139,unchanged,replacement,modify,10
C0205219,C1704258,diffuse,abnormality,modify,8
C0443246,C0025080,left-sided,device,modify,8
C0205250,C0175730,high,tube,modify,9
top,C0018792,top,atrium,located_at,8
expansion,C0796494,expansion,lobe,located_at,8
C0441994,C0032225,lower,pleural,modify,8
C0392747,C0027530,changes,neck,located_at,10
excluded,apices,excluded,apices,modify,8
C0205307,C0443157,normal,bony,modify,8
C0205307,C0449286,normal,degree,modify,8
C0543467,C0301559,surgical,screws,modify,8
redemonstration,C0021102,redemonstration,implants,modify,8
lucent,C0221198,lucent,lesion,modify,8
C0205246,C0029053,generalized,opacity,modify,8
C1313915,C1444754,redundant,length,modify,8
C0333051,C0004144,shift,atelectasis,suggestive_of,8
C0332835,C0184252,graft,valve,located_at,10
diffusely,C0024109,diffusely,lungs,modify,8
C0332554,C0035561,shadows,ribs,located_at,14
C0332554,C0006141,shadow,breast,located_at,16
aicd,C0005978,aicd,wires,located_at,8
C0205117,C0443315,adjacent,subcutaneous,modify,8
C0543467,C0032699,surgical,sponge,modify,8
developing,C0332448,developing,infiltrate,modify,8
terminates,C0179740,terminates,picc,located_at,8
again,C0392747,again,changes,modify,8
C0332523,C0032326,retraction,pneumothorax,suggestive_of,9
mediport,C1705504,mediport,tip,located_at,12
C0205219,C0032285,diffuse,pneumonia,modify,8
C0205123,C0582103,frontal,examination,modify,8
C0817096,C0017446,thoracic,region,located_at,15
C0442165,C0029053,perivascular,opacity,located_at,9
terminating,tips,terminating,tips,modify,8
C0205095,C0032225,posterior,pleural,modify,8
described,C0028259,described,nodules,modify,8
C0750502,silhouette,significant,silhouette,modify,8
C0333348,C1184743,inflammatory,process,modify,8
aicd,placed,aicd,placed,modify,10
C0443246,C0449911,left,view,modify,8
C0205219,C0332448,diffuse,infiltrate,modify,8
margins,C0032225,margins,pleural,located_at,14
C0205122,C0024109,segmental,pulmonary,modify,8
C0205094,fifth,anterior,fifth,modify,8
aicd,C1521735,aicd,pectoral,located_at,8
masses,parenchymal,masses,parenchymal,located_at,8
C0441994,half,lower,half,modify,8
masslike,C0521530,masslike,consolidation,modify,8
total,C0037004,total,shoulder,modify,8
C0441987,C0027530,side,neck,located_at,8
C0205297,C0449584,nodular,opacifications,modify,8
C0441478,C0085590,advancement,catheter,located_at,8
C0750489,lucency,apparent,lucency,modify,8
redemonstration,C0238767,redemonstration,bilateral,modify,8
C0750489,C0439775,apparent,elevation,modify,8
C0439650,C0929176,fullness,hilum,located_at,8
C0439650,C0025066,fullness,mediastinum,located_at,8
cordis,C0227952,cordis,sheath,located_at,9
C0439806,C1704258,gross,abnormality,modify,8
crossing,C0549183,crossing,midline,modify,8
C0442800,C0018792,enlarged,atrium,modify,8
C0750489,C0205217,apparent,increase,modify,8
frank,C0332448,frank,infiltrate,modify,8
C0750489,C0184511,apparent,improvement,modify,8
C0549178,C0332271,continued,worsening,modify,8
C0205284,C0011980,margin,diaphragm,located_at,11
C0547040,C0018800,minimal,cardiomegaly,modify,8
C0549178,C0449584,continued,opacification,modify,8
C0205101,C0005978,external,wires,modify,8
free,C0521530,free,consolidation,modify,8
C0392747,C0449468,change,volumes,modify,8
C0439775,C0929176,elevation,hilum,located_at,8
C0439801,C0008767,limited,scarring,modify,8
redemonstration,C0549183,redemonstration,median,modify,8
underlying,C0933845,underlying,parenchyma,modify,8
C0205232,C0522501,fine,markings,modify,8
C0205099,C0178987,central,airways,modify,8
very,C0547040,very,minimal,modify,8
cephalization,C0024109,cephalization,pulmonary,located_at,8
greater,C0012634,greater,disease,modify,8
C0442739,C0332464,unchanged,widening,modify,8
C0439801,C0242821,limited,body,modify,8
cardiothymic,silhouette,cardiothymic,silhouette,located_at,8
underlying,C0013990,underlying,emphysema,modify,8
C0205251,C0015264,low,effort,modify,8
C0442739,terminating,unchanged,terminating,modify,8
gradually,C0184511,gradually,improving,modify,8
four,C1306645,four,x-rays,modify,8
bilaterally,apices,bilaterally,apices,modify,8
C0442808,C1516698,increasing,collections,modify,8
lead,C0025080,lead,device,located_at,8
C0733755,C0225594,position,carina,located_at,8
two,C0178587,two,densities,modify,8
C0443246,C0011127,left,decubitus,modify,8
C0205297,C0221198,nodular,lesion,modify,8
C0205108,C0003483,distal,aorta,modify,8
C0441889,C1522410,level,apex,located_at,13
lead,C0562458,lead,pacing,located_at,12
C0442808,haziness,increasing,haziness,modify,8
C0205219,parenchymal,diffuse,parenchymal,modify,8
C0443246,C0019552,left,hip,modify,8
C0549183,C0038293,midline,sternal,modify,8
C0392747,C0677535,changes,wall,located_at,8
C0205297,C0332554,nodular,shadow,modify,8
C0439801,C0018787,limits,heart,located_at,8
leads,C0017446,leads,region,located_at,8
C0205107,C1547011,proximal,aspect,modify,8
lead,C0003873,lead,ra,located_at,8
laterally,C1710706,laterally,zone,located_at,8
laterally,C0029053,laterally,opacity,located_at,8
C0439064,C0031809,multiple,examinations,modify,8
bilaterally,C1997138,bilaterally,blunted,modify,8
C0441889,C0003483,level,aortic,located_at,8
known,C0006826,known,cancer,modify,8
C0547040,C0012634,minimal,disease,modify,8
known,C0016059,known,fibrosis,modify,8
bilaterally,C0521530,bilaterally,consolidation,modify,8
C0205292,C0700198,multifocal,aspiration,modify,8
C0544726,C0014876,hole,esophagus,located_at,8
curvilinear,C0205132,curvilinear,line,modify,8
C0733755,et,positioning,et,located_at,10
C0392756,C0439792,decreased,extent,modify,8
redemonstration,C0035139,redemonstration,replacement,modify,8
relatively,C0205360,relatively,stable,modify,8
C0547045,C0029053,chronicity,opacity,located_at,8
C0443196,C0032326,definitive,pneumothorax,modify,8
C1547225,C0332620,mild,redistribution,modify,8
C1272706,C1517945,interval,loss,modify,8
partially,C2349954,partially,withdrawn,modify,8
C0205217,C0017110,increase,gas,modify,8
prominence,fields,prominence,fields,located_at,8
partially,C3714811,partially,resolved,modify,8
paucity,C0021853,paucity,bowel,located_at,8
performed,C1306645,performed,radiographs,modify,8
C0456389,C0028259,size,nodules,modify,9
sidehole,C0175730,sidehole,tube,located_at,8
C0456389,C0678594,size,structures,located_at,8
aeration,midlung,aeration,midlung,located_at,8
C0205360,C0204695,stable,feeding,modify,8
C0205360,C0221198,stable,lesion,modify,8
C0475210,C0439534,cm,dimension,modify,8
C0205360,C0302908,stable,fluid,modify,8
C1550003,C0013687,clearing,effusion,modify,8
C1550003,C0178499,clearing,base,located_at,8
prominence,C0178587,prominence,density,located_at,8
prominence,C0040300,prominence,tissues,located_at,8
C1272706,expansion,interval,expansion,modify,8
C0238767,C0006267,bilateral,bronchiectasis,modify,8
C0238767,C0013990,bilateral,emphysema,modify,8
prominence,regions,prominence,regions,located_at,8
sidehole,C0014876,sidehole,esophagus,located_at,8
prominent,C0678594,prominent,structure,modify,8
sided,ij,sided,ij,modify,8
slightly,C1550003,slight,clearing,modify,8
C1547225,curvature,mild,curvature,modify,8
C2745888,C0025066,markers,mediastinum,located_at,8
C0449584,C0019123,opacification,hemothorax,suggestive_of,8
C0205173,C0876954,double,contour,modify,8
C1547225,obscuration,mild,obscuration,modify,8
slightly,C0580846,slightly,pulled,modify,8
C0449584,C0332448,opacification,infiltrate,suggestive_of,8
C2607943,C0012634,findings,disease,suggestive_of,8
C0449584,C1184743,opacification,process,suggestive_of,8
C0205360,C0025062,stable,pneumomediastinum,modify,8
prominent,C0178587,prominent,density,modify,8
C1272706,C0521530,interval,consolidation,modify,8
overlying,C0085590,overlying,catheter,modify,8
prominent,C0018827,prominent,ventricle,modify,8
C0238767,C0180499,bilateral,drains,modify,8
C0205178,C0553534,acute,cardiopulmonary,modify,8
C0222032,C0549207,spurring,vertebral,located_at,12
C0205360,C0520510,stable,material,modify,8
C1705504,C0475210,tip,centimeters,located_at,10
posteriorly,C0029053,posteriorly,opacities,located_at,8
C0521530,C0011980,consolidation,diaphragm,located_at,8
posteriorly,C0035561,posteriorly,rib,located_at,8
posteriorly,C0449911,posteriorly,view,located_at,8
C0205400,C0817096,thickening,chest,located_at,8
C0205360,cvc,stable,cvc,modify,8
C0205360,pneumothoraces,stable,pneumothoraces,modify,8
previously,C0684224,previously,reported,modify,8
C0205400,C0205143,thickening,angle,located_at,8
C0205400,C0205111,thickening,apical,located_at,9
previously,C0085590,previous,catheter,modify,8
C0205200,C1440080,confluent,alveolar,modify,8
silhouette,norm,silhouette,norm,modify,8
postsurgical,C0185792,postsurgical,sternotomy,modify,8
C1704258,parenchymal,abnormality,parenchymal,located_at,8
C1704258,C0040300,abnormality,tissues,located_at,9
C0205400,C0016059,thickening,fibrosis,suggestive_of,8
C1704258,C0817096,abnormality,thorax,located_at,8
postsurgical,C0700364,postsurgical,appearance,modify,8
C1704258,C0678594,abnormality,structures,located_at,8
C0221198,C0008913,lesion,clavicle,located_at,8
similar,C0015207,similar,eventration,modify,8
C0596790,C1440080,interstitial,alveolar,modify,8
C1609982,C0178587,residual,density,modify,8
C0497156,C0442143,adenopathy,paratracheal,located_at,9
C0220825,C1306645,evaluation,radiograph,modify,8
C1282910,C0175730,superior,tube,modify,8
C0520510,C0009368,material,colon,located_at,8
C0220825,C0817096,evaluation,chest,located_at,8
C0520510,C0037949,material,spine,located_at,8
C0220825,C0035561,evaluation,ribs,located_at,8
C0522501,C0008767,markings,scarring,suggestive_of,8
similar,C0449468,similar,volumes,modify,8
pointing,C1705504,pointing,tip,modify,8
similar,C0439775,similar,elevation,modify,8
C1705504,C0205090,tip,right,modify,8
C0205360,C1516698,stable,collections,modify,8
possible,C0018800,possible,cardiomegaly,modify,8
possible,C0032285,possible,pneumonia,modify,8
C0205413,C0036429,patchy,sclerosis,modify,8
osteoblastic,C0205234,osteoblastic,focus,located_at,8
C0449584,C0008767,opacification,scarring,suggestive_of,8
sided,C3470541,sided,pacer,modify,8
accentuated,silhouette,accentuated,silhouette,modify,8
recent,C0023928,recent,lobectomy,modify,8
C0443299,C0029053,discrete,opacity,modify,8
radiopaque,C0520510,radiopaque,material,modify,8
C0205132,C0227952,line,sheath,located_at,8
C0205132,C0332554,linear,shadow,modify,8
C5453015,C0392747,posttraumatic,changes,modify,8
new,C0439775,new,elevation,modify,8
C0524461,C0205132,lumen,line,modify,8
new,C1184743,new,process,modify,8
new,C1704258,new,abnormality,modify,8
new,leads,new,leads,modify,8
C0444454,C0475311,access,port,located_at,8
C4527217,C0449774,infiltrative,pattern,modify,8
C4299032,C0947630,portable,study,modify,8
C0332232,C0032326,approximate,pneumothorax,modify,8
C1547225,C0700124,mild,dilation,modify,8
C0332197,C0035561,absence,rib,located_at,8
C0205322,redemonstration,persistent,redemonstration,modify,11
C0205217,consolidations,increase,consolidations,modify,8
new,C0025080,new,device,modify,8
additional,C0085590,additional,catheter,modify,8
C0332194,C0035561,anterolateral,ribs,modify,8
recent,C0332835,recent,transplant,modify,8
C1306645,C0037004,x-ray,shoulder,located_at,9
symmetrically,C0029053,symmetrically,opacities,modify,8
C0700321,C1301886,small,caliber,modify,8
midlung,zones,midlung,zones,located_at,16
redemonstrated,C0018800,redemonstrated,cardiomegaly,modify,8
C0443246,flank,left,flank,modify,8
C0332490,C0221198,round,lesion,modify,8
C1547225,C0035868,mild,rotation,modify,8
C0332482,C0024109,distortion,lungs,located_at,8
C0332479,C0018787,shape,heart,modify,8
additional,lead,additional,lead,modify,8
multilevel,C0000768,multilevel,deformities,modify,8
C0700321,C0521530,small,consolidation,modify,8
C0205386,C0025066,descending,mediastinum,modify,8
C0700321,C0449719,small,portion,modify,8
C0332463,C0040578,narrowing,trachea,located_at,8
C0205322,C0333051,persistent,shift,modify,8
C0205219,C0006660,diffuse,calcifications,modify,8
C0700321,C0032320,small,pneumoperitoneum,modify,8
C1272706,C0442808,interval,increasing,modify,9
C1265611,C0032320,amount,pneumoperitoneum,modify,8
C0445346,ij,tunneled,ij,modify,8
obscuration,C0205143,obscuration,angle,located_at,8
C0700124,C0009368,distended,colon,located_at,8
C0449286,C0004144,degree,atelectasis,modify,8
somewhat,C0392756,somewhat,decreased,modify,8
obscured,C0029053,obscured,opacity,modify,8
C1272706,C0016658,interval,fracture,modify,10
prominent,pad,prominent,pad,modify,8
obscuring,C0011980,obscuring,diaphragm,modify,8
C0449286,C0333051,degree,shift,modify,8
C0301559,C0018670,screw,head,located_at,8
C0262950,C0002808,osseous,anatomy,located_at,11
remains,C0040578,remains,trachea,modify,8
C0243107,C0449774,development,pattern,modify,8
C1272706,C0332835,interval,transplant,modify,8
C0577559,retrocardiac,mass,retrocardiac,located_at,8
C0449468,overload,volume,overload,modify,8
C0205360,C0015207,stable,eventration,modify,8
spiculated,C0577559,spiculated,mass,modify,8
C0445346,C0733755,tunneled,position,modify,8
normally,inflated,normally,inflated,modify,8
splaying,C0225594,splaying,carina,located_at,8
C0444598,C0447122,mid,vena,modify,8
C0522501,perihilar,markings,perihilar,located_at,8
